text,label
"Nice shoes but the white was not as white as I expected. They were more of an off white/yellow/beige and did not look good with my white dress. The lace part was white but not the rest of the shoe. It had that off white color you see on old white sneakers. Maybe it was from storage. Other than that, the style is very pretty and they fit well, but I had to return due to the color.",1
"I have high arches and this sandle is great.  The first few wears were a bit tight, but the more I wear the more comfortable they have become.  I am glad I found this brand.  The textured bottom also helps reduce sweaty feet slippery feet on those hot days.",4
"The shoe is beautiful and very comfortable. It's like wearing almost no shoes at all. But there's a huge drawback: the bottom of the shoe is made entirely of hemp rope. After noticing this i wore the shoes at home only, but eventually i started wearing them outside and the sole of the shoes got worn off in 1-2 months and I had to throw them out. Very sad.<br />I wouldn't buy the shoes if i knew about the hemp rope sole.",2
Shoes are very nice and of good quality.  Ordered my normal size and width but fit was tight and uncomfortable.,2
size is bigger that on the information,1
The upper straps were a little small around the ankles and the top of my foot.  I have a high instep.  I was able to stretch them to the point where I am comfortable wearing them all day.  Unfortunately the ankle straps are not adjustable.  I have somewhat small ankles so I could stretch them to size.  The material is pretty soft.,3
Nice comfortable shoes,3
Nice but size runs small,2
"I wanted to like this open toe flat because the leather is soft and the mix-material looks interesting.  Very well made, too.  However, the front panel is somewhat narrow for my otherwise standard width feet.  The interior seam of the front panel kept rubbing against the top of my feet.  Not comfortable at all.  Flexx tends to run smaller and narrower compared to other brands.  I went 1/2 size up and it didn't help much.  A whole size up would have been too long in length.  Unless I want to use the shoe genie again to expand the shoes like what I did with my first pair of Flexx, I would not consider keeping it.",2
These shoes were very uncomfortable. Had I not wore them outside I would have returned them.,1
Too narrow in heel/too wide in toe area,0
Would send them back but hubby threw away box. I own many other Clarks. This is the first to be poorly sized.,0
"The shoe is made of a very nice leather. The fit is pretty well. I don't think that someone with a narrow foot would be happy with this shoe. It seems to fit a more of a medium width. I would have rated this shoe a 5 star; however, the straps along the sides tend to bow out and I don't like that about the shoe. They are comfortable and they aren't horrible, but I wouldn't buy them again, just because the straps bowing out bother me.",2
Cheap shoes.  Wouldn't buy again.,1
"Just got these in the mail today! I love the over all look, and they are fairly comfortable to walk in considering that I am usually a balet flat kind of girl. The only complaint I have is the fact that they seem to be a bit loose around the ankle and that does cause some light friction. I would suggest wearing stockings with them or something of the sort. Other than that, I love them so far! I will update later if something appears to be wrong with the shoe or of they break as other reviewers have said they will. However. They seem to be of good quality.",3
"Not comfortable between the toes, and you have to work to keep them from falling off when walking.  They look nice but are not comfortable, and I can`t imagine wearing them all day long.",1
"Even though the gladiators are very nice, and sole is true to size, the front part where your toes show, is too wide, which makes you foot slide forward.  Also, the straps around the ankle are loose, giving no hold at all.  Not sure if this particular pair, the straps were made too long by mistake, or some how been stretched to where they lost on stability.  :-(  If you have a wide foot, and thicker ankles, then these would be perfect for you.  I wished they would have fit, because they really are nice gladiators.  Wish I could have make it work, but returned them.",2
color from the dark strap rubs off on feet. will be donating these thongs,1
"Great, stylish shoes.  I often get compliments on them.  The only thing I dislike is that the soles are pretty thin, so you won't get as much support as if you were walking around in cushier sneakers like Nike or Adidas.  Other than that, I love them.",3
I did not like the color.  It looked different on the PC.,2
"bought them for my daughters first birthday party, when they arived i was really excited for her to wear them but they ended up being way too narrow and did not fit especially since she wears a size 4.",0
"Good quality shoe. Nice leather. Footbed supportive. It was too large for my husband's foot. Return was exceptional.  No fuss, very quick refund.  I will probably order again next spring , in smaller size.",4
I bought the wide size. I'm usually 5.5 but I bought 6w. It got me like a glove. The 5.5w wouldn't let my foot into it ! I'm inove with it. I've to still wear it for a Whole day to see how it fares!,2
Very narrow compared to the other new balance shoes I have used for 20+ years.  Had to return.,0
Immediately gave me a blister on my left big toe. There is stitching in the sole. Having owned these before I did not have this problem.,2
"Great product. Love the slightly thicker sole and great fit. I've used Vibram five fingers for several years and I think this model has just become my favorite.<br /><br />Edited: after wearing these  shoes for the third time, the tongue on the left shoe pulled lose. A closer inspection revealed that the tongue was sown on with only two stitches. Very poor quality and not what I expect from shoes that are so expensive. Amazon's return policy doesn't allow me to return them because I bought them five weeks ago. I advise you inspect your shoes BEFORE the 30 day return period expires.",0
RETURNED,1
"Top edge of glasses does not conform to curved shape of one's head, so that sunlight gets between glasses and face and right into eyes.  If you wear a hat, they're good.  If you forget your hat, these are not any better than the cheapo ones from any store.<br />Lenses are nice and clear - producing sharp images for me.",2
Quality of this shoe is bellow average. I pulled the shoelaces right through the top of shoe lace holes. To thin and no material to support the lace properly. This was the first time i put on the shoes.....very disappointing. Also food for thought........don't buy half a size smaller as suggested is previous review. (Steve How) You will end up with painful toes. Altra has a lot of work to do to improve the quality of the shoes.....I returned the shoes today to Amazon.,1
"The toe box cracked after 1 wearing. Cracked like a dry rot rubber. I was tempted to return, but I tend to not do that, suck it up and dont buy that product again.",0
Fits good but looked used - water type spots on them. No box. Will work but not 100% happy since I paid full price for them.,0
"Not worth any stars, they are sharp on the ends and scratch your face as you slide them on. They  cut my ear where they should have slid right over, instead they scratched and dug into me.",0
Great shoe.,4
Love them!,3
"The glasses arrived on time and in graat condition, However they were much larger than expected, and did not feel very sturdy.  I thought the titaniun bridge would be more flexable but instead it was rigid and poorly connected to the lense. I immediately returned the glasses and was promptly given a refund.",1
Beautiful. My husband loved them.,4
Have only worn the shoes once. They are somewhat  wider and longer than expected. Will likely purchase an insert to improve the fit.,2
Love it looks and it soft texture. The look is much better than the picture. It's a keeper!,4
"Lovely, fits perfectly",2
Ordered according to vibram website. Shoes came in. I like the look but the item was 1/2 size to small. Shame,0
Elegant and good quality,4
"When the shoe arrived, it had quite a few scuff marks and discolorations as though it had been worn before.  There were some dark marks on the bottom of the shoe (which happens), but all along the heel there were dark marks and scuffs.  Also I usually wear a 7.5-8, so I went with the 8-8.5 size and it was a little too large.  Unfortunately, because of the scuff marks, and the fact they're too large, I'll have to return.",1
"Cute, comfy for the most part, but because they are plastic, they are not going to give where needed.",2
"It look really cheap, But I will be using it for a traveling bag.",1
I ordered the size I normally do for sneakers and these are too big on my feet. I wore them once but they kept slipping and gave me blisters.,0
Cute shoes but WAY too small.  Sent them back.,1
good,3
"decent design, not very comfortable.  They look more like narrow paratrooper boots than dress boots",1
"I've had many pairs of Ultimate 81's over the past couple of years, and I absolutely love them. The styling is great and they go with any sort of dressing style you may have, and they are available in many different colors. The arch support is amazing and they are very comfortable.",4
"Not enough padding, not enough arch support.",3
"Look  great, feel good, but there is absolutely no traction on any sort of wet surface. Its hard to articulate, but all the little spikes slip all over everything and prevent you from really having any stability. I've worn them for 2 days and slipped multiple times on rained concrete. Huge disappointment for this price.",0
"These were so cute that I couldn't resist splurging on them for our baby.  They were just as cute as the pictures when they arrived, but our baby couldn't wear them because the openings were too small.  Our son is chubby (85% for weight) and has lots of rolls on his legs all the way down to his ankles.  These shoes were too tight around his ankles.  He would have marks on his ankles from the elastic even if he just had them on for an hour.",1
"The material at the toes wore out pretty quickly and now the sides are wearing through. I also bought a size larger than normal, and they fit fine. I wish they had lasted longer but since they were the cheapest option on Amazon, I guess I got what I paid for.",2
"Slippers are not very breathable and do make my feet sweat unfortunately. The sole is not treaded very well so be careful on wood, tile, or linoleum floors especially when wet! I was sad to see that the padding wore down to the sole within one week of use around the house. If you need support this isn't the slipper for you. The color is nice and vibrant. I had to wash them in the washing machine after one week of use due to the fabric making me sweat and they held together well in the wash. They are a bit smaller than I expected if you like an inch at the back of the slipper definitely get a half size to a full size up if not your foot lands at the very end. Overall I am disappointed and will be investing in a better pair.",2
"I realize shoes with a rhinestone $ symbol are pretty bold - but they looked cheap, not what I would expect for Kate Spade.  Fit as expected, but sadly they went back.",1
"Nice and comfortable. I wear a 9 1/2 and opted for the 10, it fits fine but could have gone with the 9 and been just as happy. Looks like good construction and materials.",3
Too flimsy.  Felt like walking barefoot and my feet didn't like that.,0
Great quality shoe but I found them to run small. Ordered the next whole size up for my son. They fit great and he says they are quite comfortable.,2
I have very high arches so I need to put inserts in all my shoes .The inserts included my foot fit in the shoe well and I needed minimal break in time ...no blisters. Nice shoe for my purpose needed.,3
I bought these shoes for my mother-in-law she loves them,4
"I bought size 7 and they fit more like 6.5. More importantly (to me) they do not last. I have not yet worn them for the full summer and the insides are splitting in multiple places where the flower cutouts are. I expect the splits will go all the way through soon enough. I also noticed today that the colored layer on the outside is peeling just below the brass strap hardware. Positively, they are comfortable once broken in. I just don't think they're worth the money for only lasting less than one summer.",2
Don't buy.Looks nothign like the picture and it made very cheap material.  SO MAD I BOUGHT THIS,0
Comfortable love,4
Right foot a little tight needs a little more arch support for me,2
Very comfortable shoe. My only problem is I really need a larger toe box due to the orthotic I need to wear but the shoe itself is great !  It's supportive and very light weight.,3
Love these for my wide head!,4
Nice look shoes.  Light on one side was out very quickly.,3
Let my feet stink,4
The steal toe on the right foot seems to be way to tight on my foot but on the left foot the shoe fits just fine?,1
Not what I was expecting.,1
Too big & heavy,0
"Not much padding for all day comfort, I had to get some insole pads to made them comfortable enough to wear all day long. Not a great buy if you have wide feet. There isn't any traction at all if there is any kind of water or moisture on the floor so as a winter shoe I would go with something else.",1
"These shoes are awesome. They do run small though. I am usually an 8.5 but like to order running shoes in a 9 for extra toe room when running down hill. I ordered the 9 and it was more like an 8. I had to go up. My feet are narrow, and they fit well without having to synch up the laces too much.The elastic sock around the ankle has a seam that hits right below the top rim of the shoe. I wish it went all the way down to the footbed to eliminate the odd feeling of the seam there. Until you get used to it you keep feeling like your sock has slid down and want to try and pull it up. But otherwise they are great. The insane traction from the rugged sole is great for trail running and the color is fun. The support is good and the arch is not one of those types that feels like a roll of quarters under your foot. Very subtle arch, and it is actually in the right place. If you need a strong, high arch support these might not work for you. But I have a flatter foot and the low arch is great.",3
Too small,0
"I got a medium width, but I couldn't cinch them up enough to keep my foot from sliding around (actually slipping off the sole, making me worried that I might twist my ankle.)  Since there's nothing much to hold the foot on (and that's a given with this type of sandal), I walked around only a little before deciding this wouldn't work for me.  If you've more flesh on your foot, it might work, but skinny feet (not wide, but bony) it's risky.",2
I'm on my second pair now.  I can walk around in them for hours without feeling any discomfort.,3
Good,4
I've bought NB for years and found these shoes to be a bit smaller in length then ones in the past - but still wearable.  Also - on my first walk (yes I walk with these vice run)  they sounded like small suction cups compressing and releasing for about the first two miles.  The sole design minimizes the contact surface -  so I'll wait and see how long they last.  Good price though!,2
"I bought these for my 7 year old son. They fit him well, more of a loose fitting croc. I love these as he can wear them at the beach or for everyday, and they are odor free! Almost indestructible.",4
"its an off white color I'm not a fan off, and the back is way too big looks awkward. not a good fit",0
"When my son first wanted these i was really hesitate on getting them, i usually dont like to spend a great lot of money on shoes as they wear out but i am so glad we went ahead and purchased these.<br />They are so nice and made of quality materials.<br />Look good with almost anything you want to wear...casual or dress up.",4
Nice,3
"It's got a weird fit and feels a little flimsy on the feet. Also, it doesn't provide good arch support and I don't like walking around in this for more than a few hours. But then you get what you pay for.",1
Great purchase!!  Very quick delivery.,4
Had to return.  About one size too big,1
"They fit, but the arch support needed for most people is non-existent.",1
MY HUSBAND LOVES THIS BOOT!,4
I did not purchase these!,0
These glasses did not come polarized and the lenses did not last as long as I had expected. They were not durable at all for over $85.,0
I am on my feet all day at school and these shoes are wonderful!,4
Great sandals. I have worn them everyday for the last 6 months. Very Comfortable.,4
"Fits as expected but something really uncomfortable about the foot soles. It's really rigid and does not break in well. After 3 months, the soles are still very rigid to the point of hurting the balls of my feet. The shoelaces start to slip and loosen against the metal loops on the shoes. Would I buy these again? Absolutely not. Nice try Jambu.",2
"They are very confortable, my son love them",3
"Cute and comfortable. Feminine and sporty. Also, they go with a lot more of my daughter's clothes than I thought they would.  Very happy!",4
"I really like this shoes, they awesome.",4
They run large,1
Looks like some one has wore them befor me. Soles where clean but came pre laced and has lace marks on the toung for 175$ they should be brand new,0
"Way too big, clunky, and heavy for me. No thanks.",0
"Fits great. Been wearing for about 3 months coaching twice a week. Two complaints.  One, laces are crazy long, had to replace with old laces. Two, upper is very plastic, hard to get good feel of ball.  But hey,  they were only $20.",3
Was a little tight I'm a 61/2 never had this problem before rouge of shoe on left side rubbed had to place a cloth so wouldn't rub,2
Ordered two pair of these! One black and one white. To late to return and they hurt my feet and run big!,0
"I have had many pairs of Birks.  These seem to be taking longer to break in, but that could be me as I haven't worn Birks in a few years.<br />The toe loop is larger than needed, but they still look good.",4
These are great but they are really big and my daughter had to grow into them. But now that they fit they are great. Very durable. And cute too.,3
Great fit,3
"I love the shoes and how comfortable they are, but the fit is a little to small, my heals are on the edge of the back of the shoes, but other than that I love the style, and print and I will order another pair",3
Fit like a 12,0
"Rough before breaking in.  After wearing about 20-30 hours or so....become very comfortable, and are incredible stylish.  Love these shoes!",3
Very soft and cloud like fluffy. Plenty of room and well made. Am ordering the red one next,3
Label on inside heel is irritating and rubs against the foot. Other than that very soft,1
"Can,t tighten shoes on your feet ,  update. .. not  slip resistant. AMAZON  refused to upload my photos showing my injuries caused by not having slip resistant.",1
"I am amazed at how perfect these boots are.  I have wide feet, and they were available in a wide width.  I put them on when they arrived, they fit just right in every way, and they were immediately COMPLETELY COMFORTABLE when I started walking around the house in them.  They provide support and they look really hot.  These boots are unbelievable.  I can't say enough good things about them.  If you want a short, stylish boot that looks incredible with jeans, buy these boots.  They are impeccable.",4
thanks,4
"I very carefully followed the size-fit guide in ordering the sunglasses. I had my wife make the same measurements .Then we repeated the tests again. Result = MEDIUM.<br /><br />My lenses fit in snugly, but the eyeglass temples interfered with the sunglass temples so that they &#34;popped off&#34; and fit poorly. Actually fell off of my face.<br /><br />I gave them away to someone with even smaller eyeglasses.",0
The shoes were returned,0
The shoe is pretty but very low quality materials used; it's all scoffed after just 2 wears,0
"Absolutely love these shoes!!! They are super cute, fit perfect, and have the perfect size heel for me! I really, really wish they had these in my size in black because I would order at least one or two pairs. Please get them in size 8 in black! Thanks for the awesome white ones that I can enjoy until then.",4
Not as i expected,0
"This glasses no good, bc it is too bright lens, maybe good for the night drive only.",0
Shoe already has hole in less than 3 months - not impressed. 2nd pair of New Balances to do so. Time to switch.,0
good,3
Fits well but made cheap. Cute sandals,2
"I have owned many, many Teva sandals - and have always been happy with them. A few years ago, I switched to a competitor and was also happy with the competitor's product. Last year, I decided to go back to Teva and purchase a pair of Terra-Fi 4. When they arrived, I loved them - they were comfortable and I could walk all day without any issues.<br /><br />Then winter came and I put them in the closet, only to retrieve them this summer. Now, having worn them on and off for the past two months, I have severe damage on the soles of these sandals. This occurred despite the short period during which I could wear them and despite the fact that I no longer take long hikes (getting old, etc.). In essence, I got about seven months of wear out of these sandals.<br /><br />After contacting Teva, I was given the cold shoulder and was informed about warranty terms which, however, is not helpful. In other words, Teva told me, in essence, that I cannot expect more than a few months of wear from these sandals. I find this unacceptable. Lesson learned - I will purchase a different brand in the future.<br /><br />UPDATE: I contacted TEVA a few more times in hopes of getting an answer. Eventually, I was told that they evaluate problems on a case-by-case basis and to send my sandals in. I filled out a warranty claim form and stated, when prompted, that I would be okay with receiving the same sandal as a replacement.<br /><br />A few days after my sandals arrived at their location, I received an email informing me that my purchase price would be refunded in total. While I certainly find a full refund an acceptable way of handling my complaint, I nonetheless feel rather sad. After all, this seems to indicate that the issues with my Tevas were not a mere manufacturing error but, rather, a representation of low quality soles that are being used in the manufacturing of this product. I will say that this is NOT something that I am used to with Teva - I have always known their products to be reliable and long-lasting. To me, this is a clear indicator that something isn't going right at Teva. I sincerely hope that such poor quality soles will be eliminated in future products so that Teva can remain a sandal with a great reputation.reliable and long-lasting. To me, this is a clear indicator that something isn't going right at Teva. I sincerely hope that such poor quality soles will be eliminated in future products so that Teva can remain a sandal with a great reputation.",1
very nice for the cost,3
Great for what we needed them for.,4
They Are very nice basketball shoes but they ran small I wasn't sure if they were too small or not so I wore them to ball and my feet ended up hurting. I plan on buying another larger pair to ball in.,2
I wear a 9N and these shoes weren't a good fit for me.  I love the style but the leather was rather stiff and the shoe didn't have enough support.  I had to send them back.,1
Even though I loved the boots. One boot had a wide calf and the other did not!<br />Same story when I ordered from a different seller.<br />very disappointed.,0
Fit and feel good,4
return was very pleasant,2
FIT BIGGER THAN AN 8 1/2 AND THE MEMORY FOAM TOO THIN,2
Nice boots just a little pricey for All Man Made Materials.,3
"Flimsy,, poor support.  I wear these for shopping, etc, too soft and squishy for jogging.  They are very cute, however,",3
"They dont offer that much support and they make your feet smell.  If you wear these everyday, you feet will be killing you there hard and offer no support at all.  I made the mistake of forgetting other footwear and had to wear these for a couple of weeks, while out of town, I couldn't wait to get them off my feet and never wear them again.  very expensive for a plastic flip flop. Sorry but its the truth.",0
look cheap,2
"QQ brand boots have nothing but toxic fumes when you open the box. The material is one of the cheapest,not suitable for a boot but rather more suited as part of a foam floor.",0
"I love Pleaser Vanity Pumps. I have purchased Pleaser pumps several times with no complaints. The only reason I returned the last pumps I bought was because they were for my mom and my mom's feet are wide for this particular pump. Even so, I still love this brand.",4
Don't buy! looks good on picture and when you put it on but can not walk in them- they are very high and not enough support. I can run in high heels no problem but these....can't even stand up straight.,0
it looks more beautiful than in the picture and very nice quality and finishing.,4
Very good,2
"Small, I can fit my wallet, my keys, my phone, and a couple other small things in it. Beautiful, nice quality material, the chain is strong. Looks great with all outfits however the seam on the edge of mine ripped a little. Nothing has come out but I need to figure out how to fix it. Also smelled very strongly of fish when it first came and sometimes still does",3
Well made and attractive shoes,3
"OMG!!! LOVE THEM!!! Super Cute, Would Buy Again..",4
Second pair of Teva wedge sandals.  Love them!! Super comfortable.  My go to travel shoe.,3
"These shoes are light weight and cute. They were my son's favorite. However, after 4-5 months of wear, the stitching holding the navy blue piece in the front started to come apart.",2
Love these shoes! Trained for and ran my first 5k in these shoes and the colors have held up and the show is still very comfortable. They even glow in the dark a little!,4
Perfect.,4
"I have to use lifts to compensate for a short leg, so any shoe I wear I not going to be good for much walking.  These shoes fit well and are comfortable for as long as I need them to be.",3
They're comfy and fit as expected.,4
"broke after about a month, but were nice until then",2
Flexible shoe horn useless; obtained a refund and bought a wood-handled metal fixed shoehorn for $8 that works great.,0
"I own numerous Marc Jacobs and Marc by Marc leather good products.<br />I have loved the Preppy Natasha Crossbody for years, and bought it a couple of weeks ago.<br />I returned it today, because the quality is poor!<br />The strap, which every retailer of the bag state is made of leather, is actually PVC (man made). It is coated on the sides of the strap with a black rubber and it got all over my blouse yesterday.<br />I am extremely disappointed!!",0
Was the size of a laptop bag. Huge!<br />Not a going out clutch.,2
Thought it would be a little bigger my dress shoes barely fit,2
"I have to give this 3 stars.  I personally don't like these shoes because of the fit, but I respect the workmanship and overall quality.  If you like the fit of these, I'm sure they will be a great set of work boots.",2
"The reviews say to order a size larger than what you usually wear. So I ordered two pairs of these, one for myself and a friend. I normally wear a 6.5 so I ordered a size 7 for myself. And it fit perfectly. My friend normally wears a 7, so I ordered her a 7.5 but it was way too big!! Sort of disappointing.",2
"I won't take off a star for this, but be warned the copper colored Traveltime shoe has glitter sparkling like crazy all over the fabric part. I expected some metallic threads in the fabric from looking at the picture. These don't exactly fit my classic (boring?) style. Still they are cute and comfortable and I might like them very much on someone else who wears a more jazzy wardrobe.",4
I wish crock came in wide width.,2
Fits good. But I wish that the toes could have more protection.,4
i got the kids size instead of the adult size I ordered,1
Fantastic shoe!,4
Arm broke off within the first month.  cheaply made.,0
Cute shoes,3
"Beautiful shoes -- the Seller was helpful in making sure the shoes fit my feet as perfectly as possible and with tracking my package. Unfortunately, I wish I had stayed with my original order and had SIZE 8s sent instead of using the additional measurements MONICOCO recommended. I would order from MONICOCO again.",2
"I bought these for my husband prior to our three week vacation. The third time he wore them, the stitching on the toe of one shoe came apart! Terrible quality--I expect better from Sebago!",0
soft and comfortble,3
Love these!  And the price!,3
"Overall I like these shoes. They aren't extremely well made, but they're cute and definitely comfortable enough to wear all day without any problems at all. For the price, they're a great find, I just don't see them lasting that long because of the build quality.",2
"Love those shoes it's my third pair nothing compares to these shoes. This shoes are comfortable, truly non skid and look great.",4
They are good for $25 but are like 2 sizes to big,2
They are really good for someone with high arches,3
love these,3
Kinda cheap looking but it is cute.,2
"Full sizes only. I purchased a 7.5' however I received a size 8 and it was way to big. These shoes may work for people who wear a full size, but I am not so sure about half sizes. Otherwise a pretty shoe.",2
"I thought this looked like a wonderful, stylish boot. The description says the heel is 1 1/2&#34; high..... well that's on the outside. Hidden inside the heel there is a 1 1/2 -2&#34; lift that makes this a 3&#34; heel boot. I wish the lift had not been there, or at least that I would have read the reviews, not just the description.  What I wanted was a stylish, low heel boot....  What I got was a high heel boot. Very difficult for me to walk in high heels....( I don't own any!) Had to go back without trying on the other one.  If they made them as pictured on the outside, with no hidden lift, I'd buy them!",0
Ordered a half size too small so exchanged them and the day I brought them to UPS they sent them and got here the next day. Very quick shipping! Toe was very tight at first but after wearing them for a few hours the toe has loosened up and became EXTREMELY comfy. Also the anti-fatigue in the ankles is great since it isn't stiff at all. Love these boots!,4
"Poor Quality!!! These boots did not last 6 months. The leather split at the flex point. Because of the 30 day return policy I'm out of luck. I have had New Balance shoes for years. What I found out is the extra wide width was made in China. Feel Cheated, thought I was buying American made. I would not recommend buying these.",0
This was an impulse buy. They're so cute! They fit nicely and I like the way they look. I have a small face so sometimes glasses look huge on me. These are nice.,4
Looked very cheap  I gave it away,0
Squeezed the instep. Very uncomfortable to stand in but okay for walking.,1
"Although satisfied, the overall fit and  product quality is less than my prior purchase of the same item in 2013",1
No merit on appearance but it is ok with long pants covering most of the shoes.<br />Good arch support and seemingly with good stability while walking .<br />Surface of leather was not treated properly . It leaves conspicuous  marks even with slight scratches.,2
Excellent water shoes.  Comfortable fit and durable construction.,4
"A bit tight fit for something so costly, but after  breaking in, this is an amazing shoe!",3
Exactly as described.  Very nice bag for someone who likes a lot of pockets and sections!  Very chic too.,4
I was really dissapointed these did not fit...... I even re-ordered them in a different size and they still were shoet and narrow ...I was bummed because I really like the style ......,2
i have to give away,2
Got this bag only five days ago and already the strap is coming away from the seam attaching it to the bag and from day one the zip has been nothing but a problem if zipped up the entire way (the teeth at one end don't sit right so it jams the zipper every time its zipped up the entire way). Disappointed to say the least.,0
"Is a good product, but the sizes are not real",3
Poor quality.,1
These don't seem as snug as my pace glove 2's. Maybe bc I wore them in and don't remember how they first fit. Regardless I love them and will probably wear them out like my older model.,4
Grand daughter loves the bag and the. Natural leather smell.  Says it looks great!,4
Too tight and I don't have a wide foot.,1
the bottoms are rough on my feet.,2
"At first, I rated these 4 stars because they look fabulous, and they do. The heel is super flimsy and unstable. The actual shoe is fine, the heel is not. It felt similar to JustFab plastic heels. Such a bummer because L.A.M.B. is so great otherwise.",1
"price matchs the quality, but the upper part is not leather, and the details (a little shrinkage, lint of the sewing… ) are not satisfying.",2
My son who IS rough on shoes as is any 7 yr old had these less than two weeks and they look two years old.,0
It is beautiful!! I loved it,4
"While these sandals look good and fit well, the Velcro strap in the back has already fallen apart and I am looking to replace them after only 3 months. These are worn only in the evenings and weekends, and I would have hoped with the name of Dockers that the quality would have been better and they would have at least lasted through the summer. Too late to return!",1
"This shoes gave me blisters immediately and really are uncomfortable. I wear heels all the time and never complain about heels, but for some reason, they are just not for me.  Super cute though!",0
I was expecting there is a zipper on top,3
Comfortable shoe,3
Had shoes since June and already broke. Just as others posted. Mine broke at the toe seperater as well.,1
Beautiful Shoe. My girls love them.,4
Heels peeled off after two hours of wearing them but they are comfortable. But I should have expected a defect considering that they are cheap. I just needed them for while I was in law school we needed to dress professional,2
"Wore these to work the day they arrived, and my legs and feet still felt good when I got home.",4
"Shoe felt good on but ran large.  I didn't like the croc style, it looked cheap.",2
I purchased the sandals and have lived in them all summer so I was hoping these would be just as comfortable for the fall. No such luck awkward arch and did not hug the foot at all kind of slid around when you walk. Needless to say I returned them.,0
"The toe-end opening is too close to my toes and causes discomfort. Maybe a half-inch more toward my ankles and the discomfort would be gone. I can wear them for a short period of time but eventually, the cut wears into the top of my foot.<br />I paid too much money for them not to wear them but I sure wish I would have returned them right away. Of course, I had to wear them for longer than a few minutes to discover how uncomfortable they are. The bottom of my foot feels fine; it's nicely cushioned. But the top? Help!",1
"They're for my daughter. We looked all over out town for this design and couldn't find them anywhere. In the first five minutes on Amazon we found them. She loves them and that's all that matters to me. They're incredibly durable, she wears them almost every day and last at least the entire school year! Awesome shoes and Amazon is awesome!!",4
I have four pairs of sketchers. They all fit fine. These shoes are way too big. No only that  but I have to pay return postage. After reading the comments (which I should have done before ordering!). I wil give the shoes to charity and chalk it up to buyer beware before I pay $10 to return them. I will not be reordering.,0
"Really like this Teva sandal, very comfortable, and the wedge gives me a little height with no strain on my bad back.",4
But half size too small!,4
Fits good!,3
Great shoe and so comfortable.,4
"Great looking shoes but they're fairly wide and bunch at the top when you lace them up tight. Lengthwise the fit true to size. Drop is only 4MM so perfect for workouts. Apart from the width issue the shoes felt great. My grey/black pair also came with two sets of laces, one to match each color. I returned them because of the width issue but those with wider feet will love them.",2
"I use to swear by this style of Clarks Sandals. I have a pair that I have been wearing for the last 13 or more years. I was only shopping for replacements because the velcro on my current shoes is falling apart.<br /><br />When I got the new shoes, I was bummed to find that Clarks had &#34;shortened&#34; the length of the velcro on the straps that go over the toes and over the top of the foot. I have LARGE feet and these short velcro straps are worthless. I can't get the strap close enough to the velcro to latch. Sadly I will return these and take my current sandals to a shoe repair shop to have new velcro added.",1
"I am a chinese buyer. I choose rockport because I read the advertisement that you can play football wearing this shoes. It takes nearly a month to transform the shoes from America to me. When I open the shoebox, I was so excitied. I feeled so comfortable to wear them. But one year later I found something bad happened. The sole is broken. i bought two pairs of the shoes, their soles are all broken. and the broken  parts are all the same. so I doudt the quality of the shoes. i hope the amazon can handle the issue.",1
Purchased for my fiancee and she loves these shoes! She plans to wear them for our wedding.,3
"I have received the shoes,it's wrong.The brand is not michael kors.so bad.",0
"Excellent sunglasses. I have never been able to find sunglasses that fits well on my face...either too big, or too small, or moves up while smiling and talking or slides down when walking or bending or felt too heavy on the face. I have not had any luck even with expensive sunglasses no matter which brand i tried. For years i was visiting stores trying many different brands but nothing worked. Even within the Maui Jim collection none of the glasses fitted me except this one. Just fits perfectly, very good quality and very lightweight and sober looking. Goes well with all outfits. This is not a big, flashy pair of sunglasses but if you are looking for something small, lightweight, good fitting, simple and sober looking yet stylish, this is great! This is my favorite pair now and i hope they keep making this one incase i ever needed a new one. Love it!",4
"Shoes arrived quickly, and in great as well as authentic condition. No flaws were found in either the shoe box or the actual shoes themselves. Beyond that, these shoes are just perfect - they feel good and look amazing. Completely happy with purchase.",4
Very good,3
RETURNED,1
"Shipped fast enough, and they work and look as expected. I would buy from this seller again.",3
I really like them and when they're broken in they'll be great but they are too narrow.  Enjoying them but they also broke on the sole in the first week.  They're light duty for sure.  My croc mocs are much more durable.,2
"Very nice shoe, but it's way too small... Every loafer/boot/sneaker in my closet is a size 13... These are 3&#34; shorter than my Polo loafers! Buyer beware--You'll need to order 1-2 sizes bigger; unfortunately, they don't sell a 15.",1
I had to purchase one size larger than normal in these shoes.,3
"I've purchased and worn Birkenstocks for years and love them! However, I'm having a problem with the divider on the right shoe hurting my toes. This may not be a fault of the shoe but rather a change in my anatomy as I have arthritis in my feet.  These are so pretty, my favorite color...turquoise...and I wish I could acclimate to them as well as I have other Birkenstocks I've purchased. I think whoever purchases these will be happy with them if they don't have my foot problem.",2
"Returned because they were way too big especially in the heel area.  The material was rather odd, sort of a soft pseudo suede material, but the color was nice. Too bad because it was a good looking style.",1
"These shoes look great and feel great, just like my old pair of Nyc 83's. They're a little larger though. I bought a size 12 and they fit more like a 13. Not a huge problem.",3
The lenses are the right size but the clip is some new style and doesn't fit my frame.  I prefer the &#34;old fashioned&#34; Polaroid clip-ons.,1
Comfortable but cheaply made and only lasted five months...would not buy again unless they were 20.00 to 30.00 dollars.,2
It didn't come with the laces which was kind of weird. But I had the laces from my old pair so it didn't bug me overly much.,2
